Geneid,ACC1,ACC2,ACC3,ACC4,ACC5,ACC6,ACC7,ACC8,ACV1,ACV2,ACV3,ACV4,ACV5,ACV6,ACV7,ACV8,AVV10,AVV3,AVV4,AVV5,AVV6,AVV7,AVV8,AVV9
AlixG007033,208,93,179,229,1585,26,49,100,442,144,201,236,180,288,133,91,183,265,400,247,379,394,541,270
AlixG007040,1823,1483,361,8157,10136,1339,404,1879,17047,1864,20083,430,96,130,841,1646,24665,617,11558,1232,9908,335,560,745
AlixG007022,3,5,0,0,5,0,2,0,8,4,0,0,1,0,2,121,2,15,0,18,0,0,0,16
AlixG007014,9,1,0,0,16,5,0,0,0,15,0,4,4,0,2,42,1,9,0,16,0,0,4,1
AlixG007023,2,42,2,6,12,5,6,1,25,30,1,7,12,3,4,9,2,12,12,16,1,8,0,5
AlixG007008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007015,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AlixG007020,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AlixG007021,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AlixG007024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
AlixG007016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AlixG007017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG007051,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006845,55,377,351,205,1506,73,20,35,121,135,137,29,111,77,17064,1079,11872,1006,1085,864,2818,1506,5632,2454
AlixG006836,921,865,132,995,394,1702,128,186,902,1146,1440,271,648,586,826,963,549,876,659,1025,443,771,334,667
AlixG006843,1424,565,713,847,682,286,396,471,1464,810,1424,561,2067,1901,1569,1206,1140,1316,1437,1278,1527,2017,1393,1789
AlixG006819,441,391,70,33,84,305,38,50,212,306,144,65,185,210,167,132,176,277,164,330,155,216,193,271
AlixG006831,623,707,180,211,679,223,21,121,1006,510,738,188,294,583,152,426,997,935,690,659,415,386,328,481
AlixG006824,133,244,50,78,172,51,21,44,420,150,242,17,73,139,63,88,378,320,210,167,116,54,71,131
AlixG006821,0,0,6,16,0,0,0,5,56,3,36,6,27,161,0,28,260,31,200,11,27,27,14,0
AlixG006838,39,96,0,0,23,76,9,0,1,71,1,0,13,4,2,214,6,40,9,75,7,6,3,55
AlixG006837,18,0,0,0,6,0,0,1,0,1,0,0,0,1,5,5,0,2,0,0,0,0,1,0
AlixG006820,167,192,242,578,127,60,128,55,421,285,184,207,312,96,534,278,405,248,273,248,780,276,99,134
AlixG006818,293,273,78,82,185,161,36,50,237,294,275,104,172,168,224,430,124,240,304,388,259,235,300,343
AlixG006839,8,47,2,0,28,6,2,0,171,57,1,7,0,9,0,66,2,28,0,25,3,1,17,2
AlixG006823,2,0,2,0,6,3,6,0,1,0,1,2,0,0,0,2,15,4,2,7,4,4,4,1
AlixG006822,6,0,42,0,4,0,1,1,10,0,11,0,14,7,0,17,79,14,127,5,0,0,38,0
AlixG006829,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
AlixG006833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006834,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
AlixG006827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AlixG006828,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
AlixG006830,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
AlixG006835,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006842,0,9,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,4
AlixG006844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005744,1,0,1,0,0,0,0,0,1,0,2,0,1,5,1,1,1,1,2,2,0,2,0,0
AlixG005765,13111,6260,7796,25623,8125,6366,9566,3706,9479,12940,11720,12877,13119,28732,14350,10364,3392,12028,19961,14621,12805,21708,11979,14521
AlixG005752,2223,2103,1004,1397,1135,2312,189,523,944,3155,937,1101,1824,1255,2350,2966,1623,2251,1438,3008,2392,1706,1304,2298
AlixG005738,1,2,0,82,79,0,2,5,394,15,215,13,2,0,15,13,8,0,7,4,15,10,10,4
AlixG005728,262,220,290,170,285,80,21,159,392,551,236,65,350,770,660,305,542,650,559,720,451,684,536,657
AlixG005746,672,937,115,94,122,562,37,50,375,1110,465,46,217,408,286,588,383,836,275,521,331,471,305,514
AlixG005735,1084,383,535,2086,274,273,210,284,626,137,636,1527,442,164,3369,424,142,275,384,1071,762,1021,529,1729
AlixG005756,759,396,383,764,663,468,214,165,657,709,828,627,909,723,940,724,985,1298,1264,1218,1179,907,735,920
AlixG005759,1085,705,1291,501,1176,210,191,550,2896,1300,1693,934,2862,2694,1328,835,1503,2505,3245,2525,1639,3880,2885,2449
AlixG005724,227,73,192,16,53,22,21,80,283,118,143,26,12,97,13,58,232,116,265,301,157,178,59,265
AlixG005732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005754,230,189,108,3631,3862,356,103,542,7027,265,9590,157,108,131,337,641,5511,345,4247,487,2827,306,332,342
AlixG005734,2778,3274,221,273,559,1166,63,109,1384,2290,1159,191,452,465,791,1460,1848,1971,778,1542,855,303,426,1127
AlixG005741,52,54,29,10,53,47,51,8,23,43,53,9,40,48,27,87,45,28,27,42,33,23,78,26
AlixG005755,78,14,148,238,167,8,10,36,288,268,153,110,219,130,656,173,422,148,168,358,169,367,413,406
AlixG005749,426,828,219,368,205,210,29,64,317,597,264,25,339,157,284,540,185,540,279,459,282,290,173,345
AlixG005731,1968,867,893,1529,604,588,639,417,1483,977,1484,1381,1725,1568,1573,1130,1104,1499,1511,1461,1782,1849,1510,2025
AlixG005751,2136,2396,618,565,559,1259,303,339,1513,1540,1465,728,1927,1219,838,2413,1593,1833,1507,1226,1419,1724,1384,1404
AlixG005743,705,62,128,154,20,5,59,24,129,207,106,15,72,21,334,764,208,59,9,18,13,52,183,121
AlixG005758,5709,1450,3005,4910,878,1400,1515,1454,2984,2483,1532,3655,5045,3692,4115,4373,1064,4298,2310,3303,4985,4073,2737,4452
AlixG005737,7,6,1,0,3,0,2,0,1,0,8,0,2,5,8,19,9,11,22,7,5,16,4,3
AlixG005763,94,97,267,1,41,37,12,6,350,71,57,42,46,49,72,157,52,48,101,111,44,110,34,112
AlixG005748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005368,46,85,1,1,10,32,0,0,54,105,0,0,1,1,0,540,9,13,0,29,0,4,5,10
AlixG005362,1883,1963,271,789,1283,979,578,247,1041,2705,1814,800,889,419,1765,1723,1667,1521,1041,994,753,582,769,927
AlixG005353,1009,952,147,279,304,839,66,116,1092,769,801,136,475,522,616,1537,1533,935,1078,658,874,505,513,660
AlixG005346,6987,7760,62,140,262,3507,71,32,277,11355,134,12,413,106,305,3017,149,3878,125,4310,172,337,386,1391
AlixG005373,0,0,0,0,4,0,0,35,0,20,0,0,0,3,5,0,0,0,0,3,3,1,0,0
AlixG005380,0,1,0,0,2,0,4,0,4,178,0,0,0,0,0,18,0,8,4,4,8,0,1,0
AlixG005350,5090,2206,2095,4480,1476,1735,1107,1472,2635,3350,2551,3267,4247,3445,3844,3795,1876,4728,3528,4429,4947,4543,2513,3888
AlixG005376,0,0,0,0,0,0,0,0,4,99,0,0,0,3,4,17,0,2,8,4,7,2,0,0
AlixG005377,0,3,0,0,5,3,0,0,5,56,1,0,4,3,19,43,1,6,1,46,7,19,1,2
AlixG005375,0,0,0,0,0,0,0,0,0,33,0,0,0,1,0,0,0,0,0,4,0,0,0,0
AlixG005374,0,0,0,0,5,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005372,0,6,0,0,8,1,4,0,0,0,1,1,0,2,1,0,0,0,0,0,0,6,0,1
AlixG005363,2140,2122,140,192,151,1316,87,103,339,2137,303,140,440,352,310,768,343,1029,384,1146,444,388,416,426
AlixG005358,1013,1051,377,389,393,871,191,295,777,827,733,465,887,964,642,732,1198,1208,627,787,643,735,860,768
AlixG005357,45,61,0,0,40,61,15,0,0,74,6,1,4,11,8,65,13,41,9,9,55,2,0,12
AlixG005351,1724,2733,174,216,484,931,43,112,1459,2748,1262,44,195,256,215,1688,1077,1265,630,1188,932,136,242,1063
AlixG005370,174,97,235,58,700,133,75,73,148,122,260,97,153,201,7684,712,1959,415,443,206,378,446,1072,923
AlixG005355,681,957,186,422,832,307,195,146,884,1203,890,200,643,540,477,416,844,419,501,440,240,334,131,445
AlixG005354,2654,1617,570,254,664,135,142,159,965,1980,683,136,1128,651,680,3950,333,1201,532,1194,750,1097,670,1941
AlixG005369,285,223,137,111,137,155,26,129,376,116,245,99,270,152,187,220,153,207,423,287,303,239,235,280
AlixG005364,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0
AlixG005359,1725,1739,443,1244,1336,3126,443,342,1686,1928,2683,1041,938,584,593,1430,2309,2055,1099,1302,1225,760,644,980
AlixG005349,624,378,613,199,483,115,217,115,919,203,370,96,927,903,495,466,525,831,590,1794,509,814,798,722
AlixG005344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005365,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
AlixG005366,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
AlixG005367,0,1,0,0,0,0,2,0,23,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
AlixG005379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005361,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
AlixG005726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005733,81,144,6,16,8,31,4,3,33,109,43,9,5,11,26,28,45,67,12,54,54,10,7,21
AlixG005736,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0
AlixG005740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005761,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
AlixG005739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG005762,89,45,87,12,63,46,30,14,81,123,51,21,198,540,127,41,39,167,184,270,57,305,114,228
AlixG005764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006135,0,25,13,103,215,26,14,22,222,0,381,7,12,14,3,2,747,16,224,3,332,10,8,13
AlixG006156,5566,4361,2629,5511,1965,736,1272,2223,5515,2741,4059,3501,3569,9483,3020,3257,2807,3867,5311,4169,3511,5209,5210,4294
AlixG006148,61,33,21,25,15,35,18,23,19,25,353,34,59,30,18,113,35,50,30,59,42,28,24,57
AlixG006172,54,69,22,86,185,24,17,37,306,75,455,19,13,24,19,97,584,86,173,77,204,53,36,33
AlixG006162,219,462,47,402,395,900,58,49,596,685,782,86,109,253,307,745,618,547,475,418,598,145,213,366
AlixG006168,1000,1463,241,209,104,1140,67,76,262,854,194,275,531,249,286,788,133,548,88,471,259,350,274,797
AlixG006145,304,555,26,71,1106,169,11,160,402,216,362,64,81,353,100,1124,1781,475,1131,648,849,280,486,359
AlixG006151,2,0,8,0,5,0,0,4,4,6,220,0,1,3,3,9,3,2,1,1,1,0,10,2
AlixG006169,80,155,42,30,18,95,14,7,10,45,31,26,0,0,1,2,8,54,0,86,0,39,0,1
AlixG006143,97,11,89,38,205,0,6,28,149,34,286,17,68,37,898,134,2095,164,434,141,540,550,890,195
AlixG006158,577,610,77,116,307,270,14,47,389,526,476,9,75,89,106,321,410,284,315,236,411,634,107,139
AlixG006170,37,92,94,863,679,20,31,173,744,135,1762,32,28,41,102,145,775,32,455,137,736,23,74,71
AlixG006154,41,12,12,0,45,5,18,113,60,6,8,4,10,62,564,108,165,69,71,42,27,29,104,55
AlixG006164,8236,8238,887,911,2043,5124,296,480,2548,9007,2021,1433,2614,2241,1409,3836,2575,5624,2035,5961,1797,3276,1902,3149
AlixG006131,853,739,363,468,457,603,122,183,716,701,430,225,530,654,644,409,426,661,977,890,786,1336,927,743
AlixG006140,979,293,698,313,954,304,84,241,1859,1937,1267,332,2128,6045,2802,1204,1622,3436,6155,3380,2058,4895,4527,2868
AlixG006155,0,0,0,0,33,0,2,1,55,0,78,0,0,0,0,0,75,1,29,0,0,0,0,0
AlixG006129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AlixG006133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006139,0,1,0,21,0,0,0,1,8,0,19,0,0,0,0,0,71,0,7,0,19,0,0,0
AlixG006146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006147,3,27,0,0,2,5,0,2,4,10,0,0,1,2,0,0,6,24,8,16,5,5,9,8
AlixG006149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006144,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006175,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006558,1,0,0,0,1,0,0,0,18,0,0,0,1,2,1,0,1,0,0,2,2,0,0,10
AlixG006542,3713,4137,1396,1532,5471,1485,1918,762,4230,2156,1329,3946,2313,1768,921,1401,2867,2824,2109,2136,1887,2824,2317,3500
AlixG006551,2571,3535,173,8408,8910,1108,275,1203,14680,1445,16328,347,113,138,324,1400,14987,860,5213,990,5748,219,230,711
AlixG006538,2316,2375,1722,1132,5447,982,420,554,2775,2296,2399,2569,2072,2617,11103,4203,7469,3607,2021,2462,3565,3643,4494,5322
AlixG006547,395,376,346,657,180,483,301,366,1713,503,1243,618,1411,999,1465,1206,1044,1054,1207,1032,1044,887,893,836
AlixG006541,8715,2274,3433,19095,8699,3194,5325,2622,8804,3830,11509,14456,7650,7802,9969,8083,9615,6109,10627,7028,14235,8934,6675,6957
AlixG006546,7,0,24,846,1086,0,18,113,3403,0,1931,4,0,4,0,4,1105,3,1418,0,756,0,18,4
AlixG006560,445,143,44,124,225,36,28,108,107,63,114,22,167,90,32,39,90,146,61,58,86,12,94,79
AlixG006552,8147,4442,949,2761,3336,1768,102,1192,1510,2338,1207,427,2251,1560,391,1387,1116,1731,865,1526,1460,522,1293,1371
AlixG006549,1168,1529,641,632,460,725,442,290,1100,642,762,871,1786,1413,931,987,695,1614,1232,1474,1053,1278,1031,1241
AlixG006545,375,62,86,65,113,418,43,188,640,272,465,57,333,256,323,199,484,123,337,289,266,292,248,406
AlixG006526,68,63,45,147,332,17,13,32,23,34,35,21,215,78,594,102,44,83,131,87,44,111,166,202
AlixG006531,120,170,131,138,626,36,76,67,159,113,84,78,241,203,748,148,98,274,333,355,194,366,542,470
AlixG006553,263,149,37,48,133,10,5,43,89,53,41,1,54,51,17,81,21,48,25,37,58,16,47,69
AlixG006527,16,0,8,8,32,3,3,1,6,2,0,4,13,8,47,0,2,18,5,16,6,12,10,15
AlixG006533,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1
AlixG006534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006530,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,2,0,0,0,4,0,2
AlixG006528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006536,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006537,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0
AlixG006557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG006561,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AlixG006562,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,2,0,0,1,0
AlixG006563,138,49,7,20,26,6,0,39,31,25,8,0,14,35,12,12,13,25,15,6,19,9,19,34
AlixG004960,5,6,51,10,189,27,5,0,1768,8,61,3,1,9,2954,67,513,59,27,11,76,51,517,139
AlixG004976,1267,1675,193,341,843,1458,221,63,378,1061,446,1,696,438,1880,2388,682,1302,391,2044,365,434,744,1799
AlixG004958,540,431,246,811,4470,145,164,197,627,227,884,237,399,722,1040,672,620,754,1759,1286,915,574,617,619
AlixG004972,2655,2205,1337,1986,1192,977,861,494,1733,3722,1674,1112,1830,1258,3267,2302,2991,2104,1164,1797,2509,1229,1618,3579
AlixG004967,0,6,0,5,24,0,2,0,0,0,0,0,0,0,19,29,0,4,0,5,0,5,13,5
AlixG004980,386,504,67,58,69,437,50,29,167,213,114,50,126,177,63,108,227,276,106,286,133,209,124,199
AlixG004966,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,23,0,0,0,2,0,0,1,4
AlixG004981,77,96,5,0,1,67,0,5,3,39,4,11,4,6,1,0,11,16,11,15,26,8,19,5
AlixG004997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
AlixG004975,5,2,4,0,19,0,4,0,4,20,0,4,0,1,2,0,0,0,0,0,6,0,0,2
AlixG004983,2504,4002,402,202,2112,1648,103,249,629,3276,398,175,1147,1039,789,2242,721,5607,743,3143,510,1150,1319,2063
AlixG004959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG004971,8,6,4,3,4,0,4,3,11,11,2,5,12,11,8,0,8,1,1,12,14,8,7,1
AlixG004978,552,1566,1,0,19,1927,3,0,0,1165,13,0,25,0,0,1946,4,719,0,1859,3,47,6,1666
AlixG005014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG004999,124,365,32,54,264,75,20,8,41,428,142,9,11,30,56,93,332,131,96,184,66,30,15,319
AlixG004962,2,2,457,219,1560,42,11,0,1,8,96,1,0,2,35052,3855,7419,1637,1589,0,4651,3401,9480,2372
AlixG004961,0,0,0,0,20,0,2,0,3,0,0,0,0,1,6,2,4,0,0,0,1,0,0,3
AlixG004993,43,85,3,8,29,39,2,6,22,68,1,0,58,14,12,68,17,102,28,94,4,19,28,17
